"Data Source","World Development Indicators",

"Last Updated Date","2026-07-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"American Samoa","ASM","Children out of school (% of primary school age)","SE.PRM.UNER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Children out of school (% of primary school age)","SE.PRM.UNER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.361669987440109","0.250919997692108","1.45594000816345","3.28413009643555","1.34687995910645","0.454120010137558","2.92254694966107","1.16086235489221","0.95145155206453","1.19673419688413","1.36870002746582","0.91236465306969","0.235621611859049","","","","1.71101264042263","","",
"Australia","AUS","Children out of school (% of primary school age)","SE.PRM.UNER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.70642995834351","0.4757199883461","0.331279993057251","1.38429999351502","1.11954998970032","0.572629988193512","0.481959998607635","0.261539995670319","0.297419995069504","0.30460000038147","0.323500007390976","2.70568990707398","2.30446004867554","0.0482699982821941","0.0719600021839142","0.0281300004571676","0.0077800001017749","0.0577899999916553","0.191650003194809","0.214039996266365","0.580850005149841","0.367810010910034","0.296409994363785","0.20745000243187","0.124310001730919","",
"Austria","AUT","Children out of school (% of primary school age)","SE.PRM.UNER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.72769999504089","1.91211998462677","2.00231003761292","1.51944005489349","1.59818994998932","1.95814001560211","1.54342997074127","1.40164005756378","1.41786003112793","1.30095994472504","2.05923008918762","1.92673003673553","1.48000001907349","1.29588997364044","1.34192001819611","1.99799001216888","1.33122003078461","1.25853002071381","1.23357999324799","1.17481005191803","0.947790026664734","1.67592000961304","1.4994900226593","1.42958998680115","",
"Azerbaijan","AZE","Children out of school (% of primary school age)","SE.PRM.UNER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.49330997467041","11.2771902084351","11.7476396560669","13.4315204620361","12.5180501937866","13.0197200775147","12.8424100875854","13.1863203048706","13.3261003494263","11.9742803573608","12.7540222007177","10.5536770586698","7.86047698201053","1.72342846077506","0.745260204592587","1.15666652262265","0.794810065279541","2.03496133641486","3.89434829641888","8.4502532632876","8.19320252446633","8.01099702971196","4.21760629945864","1.53812123784848","0.026582628252437","",
"Burundi","BDI","Children out of school (% of primary school age)","SE.PRM.UNER.ZS","","","","","","","","","","","","","","81.2907867431641","","","","","84.1324996948242","","83.1120681762695","81.6603927612305","78.7845230102539","73.3610534667969","69.0311813354492","64.9426193237305","62.3313102722168","57.5654792785645","54.9381904602051","","","","","54.4748001098633","","","","","","","57.6782989501953","48.8359909057617","48.2017593383789","44.7832489013672","43.2330894470215","39.6177711486816","22.0833892822266","14.5802297592163","6.93048000335693","9.32454967498779","5.83619712937235","5.26817008905179","6.45815446247371","11.9428877906623","8.92743884952403","11.0972663089659","12.6695757119224","16.9222691594483","19.624214828447","21.1397608899175","20.6221497920102","","","","","26.4652690887451",
"Belgium","BEL","Children out of school (% of primary school age)","SE.PRM.UNER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.116630002856255","0.088299997150898","0.11888000369072","0.590149998664856","0.549780011177063","0.76434999704361","0.926580011844635","1.09429001808167","1.22889995574951","1.29542005062103","2.10103988647461","1.8775600194931","1.80781996250153","1.83106994628906","1.85124003887176","1.9190399646759","1.38223004341126","1.33835995197296","1.34748995304108","1.22926998138428","1.47403001785278","1.224249958992","1.65828001499176","","",
"Benin","BEN","Children out of school (% of primary school age)","SE.PRM.UNER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","53.3914794921875","52.5617408752441","54.4771881103516","","55.1000213623047","54.8150787353516","63.6563491821289","","55.0197601318359","51.2148704528809","50.0442314147949","47.6067199707031","45.4926414489746","42.1248397827148","","","","","","20.9946594238281","17.9652690887451","21.7460308074951","19.1513805389404","","15.2032098770142","9.47467994689941","7.90986013412476","6.93918991088867","4.1090202331543","3.84315991401672","3.48218011856079","","3.03196001052856","7.11569023132324","9.97799968719482","14.4152898788452","14.9921503067017","12.1347198486328","9.61021041870117","","","",
"Burkina Faso","BFA","Children out of school (% of primary school age)","SE.PRM.UNER.ZS","","","","","","","","","","","","89.7125778198242","89.3324127197266","","","","","87.3632431030273","86.8789520263672","86.3749694824219","85.6063079833984","84.6955413818359","83.3127288818359","82.1183013916016","80.8076477050781","78.839469909668","77.0266036987305","75.5482025146484","75.1553268432617","74.9411697387695","","73.9755477905273","73.5637512207031","72.6860122680664","71.5727920532227","70.1078033447266","","","67.0226593017578","66.3867797851562","65.0493698120117","63.9360008239746","64.7803421020508","62.3590087890625","60.145938873291","55.3110504150391","51.7279510498047","46.4918403625488","40.5445594787598","37.6110992431641","41.0314371536782","36.4810510373382","35.5844322087457","34.6926459876261","33.7585869138285","32.4978506858145","27.2310340505434","26.4000565188786","24.4469528214246","25.7999178709986","28.5216992159643","29.057991926484","32.2480013223476","41.9668260451314","34.2876639696398","",
"Bangladesh","BGD","Children out of school (% of primary school age)","SE.PRM.UNER.ZS","","","","","","","","","","","51.0746994018555","","","30.8386993408203","","","25.8171901702881","31.1807804107666","33.0841789245605","","","39.2260284423828","","42.042610168457","42.6977996826172","43.8020401000977","44.1991882324219","44.7602806091309","34.9742393493652","35.1229591369629","32.5710792541504","","","","","","","","","","","","","","","6.82540988922119","7.54250001907349","","13.08899974823","12.9277601242065","9.75356960296631","","","","","","","3.27827669628386","3.3579295505516","","","","7.28624245991406","6.88461537116503","5.86219598592343","",
